Harm. #	Coeff. a	Coeff. b	Amplitude	Phase
111	-0.00155720	-0.00341906	0.00375697	1.14342225
112	-0.00636507	-0.00044006	0.00638026	0.06902621
113	-0.00426828	0.00630481	0.00761372	-0.97568252
114	0.00265563	0.00903624	0.00941838	1.28495776
115	-0.00446942	0.00093343	0.00456586	-0.20588786
116	-0.02136038	0.00352647	0.02164952	-0.16361787
117	-0.01350911	0.01536921	0.02046237	-0.84972081
118	0.00255842	0.00831095	0.00869583	1.27216469
119	0.00051311	-0.00986306	0.00987640	-1.51882014
120	-0.01145518	-0.00850781	0.01426899	0.63881543
121	-0.00326579	0.00734960	0.00804252	-1.15265162
122	0.00922047	0.00061040	0.00924065	0.06610371
123	0.01255324	-0.00979579	0.01592298	-0.66263755
124	0.00877436	-0.00689428	0.01115887	-0.66597933
125	0.00744446	-0.00122079	0.00754389	-0.16254003
126	0.00757157	-0.00082441	0.00761632	-0.10845505
127	0.00680345	0.00440333	0.00810409	0.57441845
128	0.00948910	0.00129741	0.00957738	0.13588403
129	0.00314816	-0.00720881	0.00786625	-1.15904895
130	-0.00853378	-0.00569988	0.01026226	0.58886998
131	-0.00889972	0.00351984	0.00957049	-0.37662107
132	-0.00033958	-0.00013914	0.00036697	0.38887113
133	-0.00554267	-0.00953334	0.01102750	1.04416700
134	-0.01164408	-0.00462537	0.01252911	0.37811521
135	-0.00571213	0.00159219	0.00592988	-0.27183907
136	0.00037179	-0.00244531	0.00247341	-1.41990813
137	-0.00436808	-0.00611459	0.00751454	0.95049146
138	-0.00376231	0.00033708	0.00377738	-0.08935504
139	0.00065680	0.00407132	0.00412396	1.41084985
140	0.00174153	0.00104165	0.00202928	0.53903841
141	0.00319344	0.00284746	0.00427856	0.72818831
142	0.00516869	0.00078040	0.00522728	0.14985401
143	-0.00071045	-0.00142812	0.00159508	1.10917264
144	-0.00438741	0.00747792	0.00866999	-1.04020279
145	0.00473649	0.01039436	0.01142266	1.14323028
146	0.00960654	-0.00268870	0.00997571	-0.27289973
147	-0.00505113	-0.00950255	0.01076162	1.08222431
148	-0.00933396	0.00215258	0.00957896	-0.22665514
149	0.00239126	0.00687151	0.00727570	1.23590729
150	0.00490265	-0.00383396	0.00622376	-0.66367929
151	-0.00640966	-0.00598928	0.00877241	0.75150638
152	-0.00673886	0.00316318	0.00744432	-0.43886508
153	-0.00176641	0.00281518	0.00332347	-1.01043151
154	-0.00239140	-0.00192484	0.00306982	0.67772099
155	-0.00292308	0.00011312	0.00292527	-0.03867998
156	0.00136780	-0.00104723	0.00172266	-0.65342660
157	-0.00056814	-0.00302904	0.00308187	1.38538522
158	0.00137639	0.00378778	0.00403010	1.22225401
159	0.01201237	0.00586209	0.01336642	0.45400487
160	0.01264106	-0.00331971	0.01306969	-0.25681418
161	-0.00037375	-0.00085314	0.00093142	1.15788788
162	0.00074143	0.01255906	0.01258093	1.51182904
163	0.01302125	0.00759036	0.01507205	0.52776667
164	0.00609146	-0.00777395	0.00987624	-0.90615208
165	-0.00980212	-0.00575486	0.01136662	0.53088326
166	-0.00738994	0.00486158	0.00884569	-0.58188402
167	0.00041404	-0.00209226	0.00213284	-1.37543119
168	-0.00290084	-0.01236162	0.01269742	1.34030193
169	-0.00775351	-0.01159988	0.01395256	0.98158580
170	-0.00627168	-0.01023918	0.01200728	1.02122365
171	-0.00648573	-0.00802217	0.01031600	0.89090793
172	-0.00248687	-0.00105906	0.00270298	0.40259829
173	0.00646144	-0.00042834	0.00647563	-0.06619468
174	0.00084422	-0.00630324	0.00635953	-1.43765439
175	-0.00933780	0.00342528	0.00994621	-0.35157911
176	-0.00106866	0.01858587	0.01861657	-1.51336084
177	0.01247817	0.01410282	0.01883067	0.84644300
178	0.00079763	0.00288009	0.00298850	1.30062202
179	-0.01103123	0.00814409	0.01371183	-0.63595557
180	-0.00540337	0.01813264	0.01892060	-1.28118352
181	-0.00121161	0.00868606	0.00877016	-1.43220177
182	-0.00295728	-0.00258159	0.00392557	0.71767382
183	0.00214204	-0.00038930	0.00217713	-0.17978203
184	0.00551792	-0.00076059	0.00557009	-0.13697707
185	0.00307739	-0.00438734	0.00535902	-0.95911473
186	0.00453829	-0.00522170	0.00691826	-0.85530543
187	0.00737370	-0.00865210	0.01136795	-0.86500120
188	-0.00059506	-0.01447709	0.01448931	1.52971602
189	-0.00367469	-0.00085459	0.00377276	0.22850030
190	0.00351907	0.00764331	0.00841452	1.13931806
191	0.00873243	-0.00576734	0.01046507	-0.58368710
192	-0.00308157	-0.00977901	0.01025305	1.26552554
193	-0.01286634	0.00636288	0.01435371	-0.45926750
194	-0.00365006	0.01098582	0.01157632	-1.25001966
195	0.00141530	0.00315144	0.00345466	1.14869379
196	-0.00403893	-0.00020075	0.00404392	0.04966305
197	-0.00569176	0.00455339	0.00728899	-0.67473909
198	-0.00156442	0.00425080	0.00452954	-1.21815081
199	-0.00115677	0.00674613	0.00684459	-1.40097619
200	0.00084379	0.00439073	0.00447107	1.38093535
201	0.00352651	-0.00180794	0.00396295	-0.47373173
202	-0.00323723	-0.00281220	0.00428814	0.71525347
203	-0.00309463	0.00347589	0.00465387	-0.84335906
204	0.00713072	0.00049235	0.00714769	0.06893743
205	0.00314495	-0.00959926	0.01010131	-1.25419225
206	-0.00766503	-0.00827175	0.01127716	0.82345014
207	-0.00193751	0.00207311	0.00283756	-0.81919660
208	0.00825994	-0.00013651	0.00826107	-0.01652581
209	-0.00157260	-0.00694855	0.00712429	1.34822531
210	-0.00354226	-0.00230104	0.00422403	0.57609260
211	-0.00345531	0.01473733	0.01513698	-1.34049657
212	-0.00343911	0.00462862	0.00576642	-0.93178323
213	0.00098041	0.00394827	0.00406817	1.32740523
214	0.00043839	0.01509275	0.01509912	1.54175826
215	-0.01297417	0.00577931	0.01420315	-0.41906194
216	-0.01824637	0.00687586	0.01949891	-0.36037783
217	-0.03313406	-0.00088318	0.03314583	0.02664837
218	-0.05316897	-0.11607155	0.12766967	1.14125114
219	0.07467934	0.06084476	0.09632803	0.68366851
220	-0.00981589	0.01599649	0.01876805	-1.02041656
221	0.01040754	0.01760334	0.02044980	1.03685374
222	0.01244371	-0.00256217	0.01270475	-0.20306253
223	0.00607382	-0.00765335	0.00977062	-0.89996026
224	-0.00476528	-0.01038057	0.01142209	1.14043546
225	0.00403172	-0.00764208	0.00864038	-1.08533824
226	0.00201254	-0.01118408	0.01136371	-1.39275463
227	0.00100437	-0.00725111	0.00732034	-1.43315881
228	-0.00157645	-0.00187461	0.00244935	0.87158066
229	-0.00113110	-0.00321334	0.00340660	1.23234032
230	-0.00697353	0.00329457	0.00771261	-0.44135663
231	-0.00603927	0.00473552	0.00767450	-0.66498412
232	-0.00348788	-0.00081931	0.00358282	0.23071981
233	-0.00854876	-0.00085494	0.00859140	0.09967573
234	-0.00903867	0.00890981	0.01269182	-0.77821903
235	-0.00162244	0.00552210	0.00575551	-1.28502975
236	0.00229954	-0.00796814	0.00829332	-1.28983902
237	-0.00310475	-0.00651959	0.00722112	1.12635376
238	0.00222462	0.00195833	0.00296378	0.72182269
239	0.01024008	0.00045541	0.01025020	0.04444402
240	0.00963144	-0.00529231	0.01098968	-0.50244582
241	0.00615383	-0.00404330	0.00736328	-0.58130727
242	0.00730202	-0.00103549	0.00737508	-0.14086927
243	0.00688112	-0.00167332	0.00708166	-0.23854592
244	0.00398936	0.00050643	0.00402138	0.12626979
245	0.00440764	-0.00172529	0.00473328	-0.37309841
246	0.00106274	-0.00383768	0.00398211	-1.30064473
247	-0.00584116	-0.00273684	0.00645054	0.43816752
248	-0.00372810	0.00144496	0.00399833	-0.36975925
249	0.00062010	-0.00201748	0.00211063	-1.27259900
